Experience (years),Years at Current Company,Location,Remote Ratio,Education Level,Company Size,Company Tier,Salary,Salary (USD)
2.2,9.3,Remote,100,Master,Small,Tier 3,39356,35420
6.2,7.7,San Francisco,0,Bachelor,Large,Tier 2,58192,64011
17.5,7.6,San Francisco,50,Bachelor,Medium,Tier 3,65182,71700
0.9,6.9,San Francisco,50,Bachelor,Large,Tier 3,33163,36479
11.6,6.9,London,50,PhD,Medium,Tier 1,112117,89693
15.4,9.7,Bangalore,50,PhD,Medium,Tier 1,128546,25709
9.5,0.6,New York,0,Master,Small,Tier 3,51434,51434
12.5,3.3,New York,100,Bachelor,Small,Tier 2,57526,57526
10.5,0.7,Austin,50,Master,Medium,Tier 2,73484,66135
5.8,3.4,Chicago,0,Bachelor,Small,Tier 2,41799,35529
2.5,9.4,Chicago,0,Master,Medium,Tier 3,42212,35880
7.1,0.5,Chicago,0,Master,Large,Tier 2,72102,61286
14.5,4.1,Seattle,50,PhD,Medium,Tier 2,100811,95770
8.2,7.6,Chicago,100,PhD,Medium,Tier 2,75842,64465
10.9,9.7,Bangalore,0,Bachelor,Small,Tier 3,44524,8904
10.4,8,Remote,50,Bachelor,Medium,Tier 3,47124,42411
4.8,3.1,Bangalore,50,Master,Medium,Tier 2,53281,10656
9.6,7.2,Bangalore,100,Bachelor,Medium,Tier 2,60377,12075
7.6,7.7,Bangalore,50,Master,Medium,Tier 1,74576,14915
13.5,3.2,Seattle,50,Master,Medium,Tier 3,73106,69450
9.5,7.5,Seattle,100,Master,Large,Tier 1,88339,83922
15.6,2.3,Seattle,0,PhD,Large,Tier 2,118912,112966
8.7,2.5,Austin,0,PhD,Large,Tier 1,101914,91722
6.9,3.4,Chicago,100,PhD,Small,Tier 2,63975,54378
16.6,9.8,London,50,Bachelor,Small,Tier 3,53870,43096
11.8,6.5,Chicago,100,PhD,Large,Tier 1,119048,101190
7.1,9.3,Seattle,50,PhD,Large,Tier 2,76109,72303
7.2,0.2,Austin,50,Bachelor,Large,Tier 1,72018,64816
17.4,5.2,Seattle,100,Master,Medium,Tier 3,82269,78155
8.2,9.7,New York,0,Master,Large,Tier 1,88115,88115
10,1.1,Seattle,0,Master,Small,Tier 2,60657,57624
19.4,9.4,Chicago,50,PhD,Small,Tier 1,128239,109003
17.9,4.3,Austin,0,PhD,Large,Tier 3,105087,94578
16.6,8.9,London,50,PhD,Large,Tier 2,124378,99502
8.1,6.9,Austin,50,Master,Medium,Tier 2,65234,58710
8,8.3,San Francisco,50,Bachelor,Large,Tier 2,55990,61589
17.7,7.7,London,100,Bachelor,Medium,Tier 1,95843,76674
18.3,2.4,Chicago,100,PhD,Large,Tier 2,133296,113301
6.9,0.2,Bangalore,100,Master,Large,Tier 1,78724,15744
1.3,2.1,New York,100,Bachelor,Small,Tier 1,35075,35075
3.6,8.2,Chicago,100,Bachelor,Small,Tier 1,44376,37719
17.1,0.2,Seattle,100,PhD,Medium,Tier 3,96109,91303
18.2,9.1,New York,0,Master,Large,Tier 1,134309,134309
9.1,1.2,Seattle,0,Master,Small,Tier 3,49694,47209
2,3.6,Bangalore,0,PhD,Medium,Tier 3,43269,8653
9.7,0.4,San Francisco,0,PhD,Medium,Tier 3,71379,78516
11.7,2.3,Chicago,0,Master,Medium,Tier 3,66170,56244
13,7.7,Chicago,100,PhD,Large,Tier 3,82916,70478
17.2,9.2,New York,0,PhD,Large,Tier 2,123778,123778
19.2,9.8,Seattle,50,PhD,Medium,Tier 1,143650,136467
13.7,9.4,New York,0,PhD,Medium,Tier 2,103711,103711
3,4.4,London,100,Bachelor,Small,Tier 3,26564,21251
15,9.5,Remote,50,PhD,Small,Tier 1,108597,97737
5.3,1.3,Chicago,0,Bachelor,Small,Tier 1,46073,39162
17.9,5.3,Seattle,50,Bachelor,Small,Tier 2,78385,74465
6.9,2.7,Austin,100,Bachelor,Medium,Tier 2,51198,46078
6.5,4,San Francisco,0,Master,Small,Tier 1,63273,69600
4.3,6.4,New York,0,Master,Small,Tier 2,50039,50039
1.5,0.6,London,0,Master,Medium,Tier 2,46773,37418
13.7,6.1,London,0,Bachelor,Medium,Tier 1,81980,65584
19.9,8.6,Austin,50,PhD,Large,Tier 1,160473,144425
6,3.5,Remote,0,Master,Medium,Tier 3,45616,41054
10.5,7.3,Remote,0,Master,Medium,Tier 1,82882,74593
6.6,9.5,San Francisco,100,PhD,Medium,Tier 3,62976,69273
1.1,3,Remote,100,Master,Small,Tier 2,36123,32510
13,0.7,New York,0,Bachelor,Small,Tier 1,70972,70972
17.8,0.7,San Francisco,50,PhD,Medium,Tier 2,112248,123472
5.7,5,Bangalore,100,Master,Small,Tier 1,63468,12693
4,6.6,Chicago,0,PhD,Large,Tier 2,63799,54229
8.1,6.6,New York,0,Bachelor,Large,Tier 1,67685,67685
10.8,6.9,London,100,Bachelor,Small,Tier 3,43566,34852
9.9,1.7,Austin,100,Master,Medium,Tier 2,73260,65934
14.5,7.1,Remote,50,PhD,Large,Tier 2,110985,99886
13.3,2.8,Seattle,100,Bachelor,Medium,Tier 2,70272,66758
3.8,2.4,Remote,50,Master,Medium,Tier 2,55932,50338
7,1.6,London,100,PhD,Small,Tier 3,54134,43307
10.7,2.2,Austin,50,Master,Small,Tier 2,70842,63757
17,2.6,Remote,50,Master,Medium,Tier 1,109360,98424
16,0.5,San Francisco,100,Bachelor,Small,Tier 2,65540,72094
2,8.1,Remote,100,PhD,Small,Tier 2,48116,43304
9.9,5.3,San Francisco,0,Bachelor,Small,Tier 1,63944,70338
12.9,8,London,50,Bachelor,Small,Tier 2,63844,51075
13.5,5.9,Seattle,100,Bachelor,Small,Tier 3,47825,45433
3.6,8.8,San Francisco,100,Master,Medium,Tier 3,39882,43870
16.4,0.8,London,0,PhD,Medium,Tier 1,132835,106268
19.9,2.7,New York,100,Master,Medium,Tier 3,86127,86127
18.7,3.7,Bangalore,100,Bachelor,Medium,Tier 2,85398,17079
5,5.4,New York,50,Bachelor,Small,Tier 2,45989,45989
14.3,6.6,Bangalore,50,PhD,Small,Tier 2,92166,18433
7.7,1.8,Chicago,100,PhD,Medium,Tier 2,78026,66322
12.8,8.2,Seattle,50,PhD,Large,Tier 1,122102,115996
2.8,3.7,Chicago,0,PhD,Small,Tier 3,38191,32462
6.9,4.1,London,100,PhD,Small,Tier 1,78597,62877
14.6,7.5,Austin,50,Master,Medium,Tier 3,76455,68809
8,2.9,New York,100,PhD,Large,Tier 1,104366,104366
0.7,3.4,Chicago,50,PhD,Medium,Tier 1,60595,51505
4.6,0.3,London,50,Master,Medium,Tier 3,42019,33615
12,5.2,San Francisco,50,PhD,Small,Tier 3,68936,75829
4,5.9,San Francisco,100,PhD,Medium,Tier 3,54090,59499
19.7,5.9,Remote,50,PhD,Medium,Tier 1,144872,130384
6,5.5,San Francisco,0,Master,Small,Tier 1,64134,70547
6.8,4.7,Austin,0,Master,Large,Tier 1,84138,75724
7.8,1.5,Remote,100,Master,Small,Tier 1,72476,65228
19.8,9.3,Bangalore,100,Master,Small,Tier 2,90836,18167
3.1,6.1,San Francisco,0,Bachelor,Large,Tier 3,40422,44464
14.8,6.2,New York,0,PhD,Medium,Tier 3,83777,83777
17.8,4.4,Chicago,0,Master,Small,Tier 3,76867,65336
17.6,1.9,Remote,50,Master,Medium,Tier 2,100055,90049
2.6,4.4,New York,0,Bachelor,Medium,Tier 2,39475,39475
6.5,7.4,Remote,0,PhD,Small,Tier 1,74925,67432
11.9,2.3,Austin,50,Bachelor,Large,Tier 3,59175,53257
0.5,8.3,New York,50,PhD,Medium,Tier 1,57353,57353
14.3,1.1,San Francisco,100,PhD,Large,Tier 1,134426,147868
9.8,6.5,Seattle,0,PhD,Large,Tier 2,88764,84325
7.4,8.5,Remote,50,Master,Large,Tier 2,67769,60992
11,9.2,New York,0,PhD,Large,Tier 3,83665,83665
0.6,7.7,Austin,0,PhD,Large,Tier 2,51786,46607
9.6,4.9,New York,0,PhD,Small,Tier 1,87472,87472
17.3,9.8,Bangalore,50,PhD,Small,Tier 3,78607,15721
12.7,1.4,Austin,100,Master,Small,Tier 1,84183,75764
12.1,0.1,Austin,100,PhD,Small,Tier 2,81601,73440
7.8,5,San Francisco,100,PhD,Small,Tier 3,51797,56976
11.2,4.2,Remote,50,PhD,Medium,Tier 2,93165,83848
18.8,3,Austin,50,PhD,Large,Tier 1,155243,139718
1.8,3.7,New York,100,Bachelor,Medium,Tier 2,41341,41341
18.8,4.8,San Francisco,0,Bachelor,Small,Tier 2,79096,87005
19.4,2.5,Seattle,0,Master,Small,Tier 3,73065,69411
8.2,6.1,San Francisco,0,Bachelor,Small,Tier 1,59486,65434
12.4,4,Chicago,0,Bachelor,Large,Tier 2,73055,62096
9.4,9.1,London,100,Master,Medium,Tier 1,80647,64517
13.1,4.7,London,50,PhD,Medium,Tier 1,116940,93552
8.9,9,Chicago,0,Master,Small,Tier 3,50251,42713
11.3,8.2,London,50,PhD,Small,Tier 2,85115,68092
2,5.1,Seattle,100,Bachelor,Large,Tier 3,31523,29946
5.2,2.6,Bangalore,50,PhD,Large,Tier 3,62958,12591
17.6,4.8,San Francisco,50,Bachelor,Large,Tier 1,103474,113821
9.3,4.8,Remote,100,Bachelor,Large,Tier 2,60360,54324
14.5,4.7,Austin,50,PhD,Large,Tier 1,128905,116014
0.6,2.4,Seattle,100,Master,Medium,Tier 3,29487,28012
1.5,1.6,Seattle,50,Bachelor,Large,Tier 2,44426,42204
18.4,6.9,San Francisco,50,Bachelor,Large,Tier 2,88231,97054
6.1,3,Seattle,50,PhD,Medium,Tier 1,86942,82594
19.1,2,Chicago,100,PhD,Small,Tier 2,105474,89652
2.9,3,Seattle,100,PhD,Small,Tier 3,45551,43273
2.1,3.9,Bangalore,100,PhD,Medium,Tier 3,47963,9592
14.9,4.2,New York,0,Master,Large,Tier 3,81143,81143
10,8.7,Austin,0,Master,Large,Tier 3,66154,59538
17.2,4,Bangalore,0,Bachelor,Large,Tier 3,76729,15345
18.3,7.2,Chicago,100,PhD,Large,Tier 1,147376,125269
15.3,6.8,Austin,50,Bachelor,Large,Tier 1,97281,87552
3.9,0.9,Bangalore,0,Bachelor,Large,Tier 2,50543,10108
19.6,3,Austin,50,Bachelor,Small,Tier 1,91319,82187
16.8,6.2,Remote,100,PhD,Large,Tier 2,126083,113474
13,6.3,Seattle,100,PhD,Small,Tier 2,82450,78327
11.9,2.6,Chicago,0,Bachelor,Small,Tier 3,53372,45366
12.3,7,Seattle,0,Bachelor,Large,Tier 2,68533,65106
16.6,7.8,Chicago,100,Bachelor,Large,Tier 1,98490,83716
13,3.9,London,50,PhD,Large,Tier 2,106862,85489
11.5,9.7,New York,0,Master,Small,Tier 2,66770,66770
8.9,2.3,Remote,0,Master,Medium,Tier 1,79363,71426
19.2,8.9,New York,0,Bachelor,Large,Tier 2,94645,94645
12.4,3.2,Austin,50,Bachelor,Small,Tier 1,68637,61773
7.7,3,New York,50,Master,Large,Tier 3,61167,61167
1.1,1,Seattle,0,Master,Small,Tier 3,28770,27331
6.1,6.5,New York,100,PhD,Medium,Tier 1,83665,83665
3.8,9.1,New York,50,PhD,Small,Tier 2,53809,53809
6.5,9.9,Chicago,50,Master,Small,Tier 2,50457,42888
12.8,5.9,New York,100,Master,Medium,Tier 2,78005,78005
13.3,1.4,Seattle,50,PhD,Large,Tier 2,109588,104108
7.5,1.8,Bangalore,0,Master,Large,Tier 1,85529,17105
1.1,8.7,Chicago,100,PhD,Small,Tier 2,48385,41127
9.9,6.1,New York,50,Bachelor,Medium,Tier 3,50810,50810
16.3,5.5,New York,50,Bachelor,Small,Tier 1,84634,84634
14.7,2.9,Chicago,0,Bachelor,Medium,Tier 3,62363,53008
4.1,7.9,London,50,Bachelor,Small,Tier 1,52024,41619
6.2,3.3,Bangalore,100,PhD,Large,Tier 1,88941,17788
2.3,0.5,San Francisco,100,Master,Large,Tier 1,61741,67915
2.9,4.4,San Francisco,50,Master,Small,Tier 2,42664,46930
16.1,4.6,Chicago,0,PhD,Large,Tier 2,120452,102384
8.1,9.5,Austin,0,Bachelor,Small,Tier 3,41910,37719
10.6,7.5,Bangalore,0,Master,Large,Tier 2,79794,15958
6.8,8.2,New York,100,Bachelor,Small,Tier 3,40410,40410
0.5,4.4,San Francisco,100,Master,Small,Tier 1,44444,48888
7.4,1.9,London,0,PhD,Medium,Tier 2,78899,63119
2.5,7.6,Seattle,0,Master,Medium,Tier 1,59646,56663
6.3,8.7,San Francisco,50,Bachelor,Medium,Tier 2,49359,54294
16.1,0.9,Austin,100,Bachelor,Large,Tier 2,83385,75046
14.8,9.9,Austin,50,Master,Medium,Tier 1,103235,92911
11.7,7.6,Seattle,50,Bachelor,Small,Tier 3,48261,45847
4.6,4.4,London,0,PhD,Large,Tier 3,54060,43248
1.7,3.5,Bangalore,50,PhD,Medium,Tier 3,43585,8717
18,2.5,Seattle,0,Master,Small,Tier 3,68565,65136
5.9,0.5,San Francisco,100,PhD,Large,Tier 3,65921,72513
0.7,5.3,Austin,50,PhD,Medium,Tier 2,50700,45630
19,2.6,Bangalore,100,Master,Large,Tier 3,90159,18031
19.6,2.1,San Francisco,100,Master,Medium,Tier 3,83215,91536
14.5,8.2,San Francisco,50,Master,Large,Tier 2,92566,101822
6.4,10,Remote,50,PhD,Large,Tier 1,93531,84177
16.2,2.4,New York,50,PhD,Medium,Tier 1,127563,127563
12.5,4.1,San Francisco,100,Master,Small,Tier 3,55050,60555
16,5.1,Remote,0,Bachelor,Medium,Tier 2,73507,66156
4,6.7,Remote,100,Master,Medium,Tier 3,44049,39644
6.3,0.5,Seattle,50,Bachelor,Medium,Tier 2,52599,49969
17.1,4.5,New York,100,Master,Medium,Tier 1,113765,113765
3.7,3.4,Remote,0,Master,Medium,Tier 2,48052,43246
19.1,3.1,New York,50,Master,Large,Tier 3,95776,95776
6.1,10,New York,100,Bachelor,Small,Tier 3,34177,34177
8.6,9.6,Seattle,100,Master,Medium,Tier 2,71310,67744
5.1,3.8,Bangalore,0,PhD,Medium,Tier 1,76715,15343
12.3,2.3,Austin,100,Bachelor,Medium,Tier 2,64024,57621
15.5,2.1,London,50,PhD,Medium,Tier 3,85168,68134
13.1,0,Seattle,100,Master,Medium,Tier 3,64997,61747
6.9,2.5,New York,100,Bachelor,Medium,Tier 3,43281,43281
3.1,0.1,Austin,100,Master,Small,Tier 3,37779,34001
9.2,0.8,London,100,Bachelor,Small,Tier 1,57830,46264
10.5,1.9,Bangalore,0,PhD,Medium,Tier 3,73837,14767
19.6,5.8,Seattle,0,Bachelor,Large,Tier 3,73986,70286
11.7,8.5,San Francisco,0,Bachelor,Small,Tier 2,58235,64058
16,3.3,Seattle,100,Bachelor,Large,Tier 3,71227,67665
0,4.2,London,50,Master,Small,Tier 2,37231,29784
6.8,9,Austin,50,Bachelor,Medium,Tier 3,43206,38885
5.4,6,Remote,50,PhD,Small,Tier 3,53939,48545
12.6,4.3,Remote,100,PhD,Small,Tier 2,85798,77218
0.6,6.8,Chicago,100,Bachelor,Large,Tier 1,48522,41243
7.2,7.6,Chicago,50,Bachelor,Small,Tier 1,60370,51314
8.2,1.4,Bangalore,0,Master,Large,Tier 2,76555,15311
16.6,1.2,Seattle,100,Master,Large,Tier 1,118360,112442
13,0.9,Chicago,50,Master,Medium,Tier 2,81175,68998
12,6.7,New York,0,PhD,Medium,Tier 2,91651,91651
6.9,3.5,Remote,0,PhD,Large,Tier 2,76049,68444
0.1,2.3,London,100,Bachelor,Medium,Tier 2,37626,30100
18.3,3.4,Seattle,50,Master,Large,Tier 2,109281,103816
19.9,7.6,Remote,100,Master,Medium,Tier 2,105667,95100
11.7,4.3,Seattle,100,Master,Large,Tier 2,82812,78671
8,6.4,Seattle,0,Bachelor,Small,Tier 3,38662,36728
15.3,6.4,Austin,100,PhD,Medium,Tier 1,127224,114501
4.7,4.9,Austin,0,PhD,Medium,Tier 1,80181,72162
1.1,2.6,New York,0,Bachelor,Small,Tier 1,42382,42382
8.3,7.4,Chicago,0,PhD,Small,Tier 1,86244,73307
9.2,3.5,Chicago,0,Master,Medium,Tier 1,79090,67226
13.8,4.2,New York,50,Master,Small,Tier 2,76744,76744
3.8,0.1,Chicago,50,PhD,Large,Tier 3,53051,45093
4.4,5.5,Seattle,50,Master,Large,Tier 1,73578,69899
8.2,0.4,London,100,Bachelor,Large,Tier 3,53283,42626
3.4,7.7,Chicago,0,Master,Medium,Tier 1,57316,48718
14.3,3.8,San Francisco,100,Bachelor,Medium,Tier 2,67781,74559
13.7,8.1,Bangalore,0,Master,Large,Tier 3,81141,16228
6.4,5.5,Austin,50,Master,Small,Tier 3,42545,38290
16.6,9.2,Seattle,100,Master,Medium,Tier 3,81123,77066
12.4,4.5,Austin,50,Bachelor,Medium,Tier 3,57507,51756
11.9,8.1,London,50,PhD,Small,Tier 2,83392,66713
0.1,6.3,New York,0,PhD,Small,Tier 3,37863,37863
15.1,7.9,Bangalore,0,Master,Large,Tier 2,96807,19361
14.9,0.5,London,100,PhD,Small,Tier 1,114806,91844
12.4,2.3,Seattle,50,Bachelor,Small,Tier 1,69417,65946
8.1,6.3,Austin,50,Master,Small,Tier 2,59844,53859
10.2,0.6,Austin,100,PhD,Small,Tier 3,62044,55839
3.8,1.1,Austin,0,Master,Medium,Tier 2,51561,46404
4.1,0.5,Bangalore,100,Master,Medium,Tier 1,63943,12788
2.5,0.6,Seattle,50,Bachelor,Large,Tier 3,40759,38721
14.1,1,New York,100,Bachelor,Small,Tier 2,65758,65758
19.2,9.2,Chicago,50,Bachelor,Large,Tier 1,115057,97798
8.5,8,New York,100,Bachelor,Large,Tier 1,77252,77252
6.4,0.9,San Francisco,100,PhD,Small,Tier 2,68445,75289
5,1.1,Seattle,50,Bachelor,Small,Tier 1,47884,45489
4,8.2,London,0,Bachelor,Small,Tier 2,36397,29117
10.7,7.2,Chicago,50,Bachelor,Medium,Tier 2,63478,53956
19.9,1,Chicago,0,Bachelor,Small,Tier 2,76077,64665
8.8,4.4,Remote,100,Bachelor,Small,Tier 3,43657,39291
19.8,7.1,Remote,50,Master,Small,Tier 3,77309,69578
9.2,2.8,Chicago,50,PhD,Small,Tier 2,75201,63920
12.7,3.2,Chicago,100,Bachelor,Medium,Tier 2,66543,56561
12.3,3.1,Austin,100,Bachelor,Small,Tier 2,56917,51225
11.7,6.5,Remote,100,PhD,Large,Tier 1,120670,108603
2.3,8.2,San Francisco,0,Bachelor,Medium,Tier 2,37589,41347
8.9,4.3,Seattle,100,Bachelor,Small,Tier 1,57580,54701
3.1,7.5,Chicago,100,Master,Small,Tier 1,51246,43559
4.9,6.4,San Francisco,100,Master,Medium,Tier 1,66362,72998
2.2,1.1,London,50,Bachelor,Medium,Tier 1,45657,36525
3.2,1.5,Austin,0,PhD,Small,Tier 3,38670,34803
6.2,4.7,London,100,Master,Medium,Tier 1,69746,55796
1.1,4.9,Chicago,50,Bachelor,Large,Tier 1,49626,42182
12.2,4.4,Seattle,100,Master,Large,Tier 2,82950,78802
13.7,3.2,Bangalore,100,PhD,Medium,Tier 3,81597,16319
11,6,San Francisco,50,Bachelor,Small,Tier 3,45836,50419
8,6.6,Austin,0,Master,Medium,Tier 2,65969,59372
12.2,4.1,Remote,0,Master,Small,Tier 3,57819,52037
17.4,1.6,Remote,100,Bachelor,Large,Tier 1,100589,90530
15.9,5.1,Chicago,0,PhD,Small,Tier 2,97153,82580
13.2,8.9,Chicago,100,Bachelor,Large,Tier 1,89848,76370
17.9,4.7,Austin,100,PhD,Medium,Tier 2,119084,107175
1.6,0.2,Remote,0,Bachelor,Small,Tier 1,42241,38016
0.7,9.7,London,50,PhD,Medium,Tier 1,55998,44798
18.5,2.5,Remote,0,PhD,Large,Tier 2,133490,120141
18.2,1.6,New York,50,PhD,Small,Tier 1,128212,128212
12.3,3.6,London,0,Bachelor,Small,Tier 1,66160,52928
9.5,5.3,Bangalore,0,Master,Medium,Tier 1,83436,16687
2.3,5.9,Chicago,100,Bachelor,Large,Tier 1,52461,44591
0.3,6.4,Remote,50,Master,Medium,Tier 3,38122,34309
6.1,9.5,New York,50,Bachelor,Large,Tier 1,69336,69336
18,0.7,New York,0,Master,Large,Tier 1,132493,132493
0.9,10,Bangalore,50,Bachelor,Small,Tier 2,30924,6184
1,7.7,Bangalore,0,Bachelor,Small,Tier 2,36021,7204
6.7,7.5,Austin,0,Master,Medium,Tier 1,77811,70029
5.2,9.2,San Francisco,0,PhD,Small,Tier 2,61270,67397
2.6,3.9,Remote,100,Bachelor,Large,Tier 1,53106,47795
17.4,7.1,New York,50,PhD,Small,Tier 1,123081,123081
10.9,5.3,Bangalore,0,PhD,Medium,Tier 2,92590,18518
2,1.5,Chicago,100,PhD,Medium,Tier 3,46866,39836
5.6,0.2,Bangalore,50,Master,Medium,Tier 3,51764,10352
2.3,9.8,San Francisco,50,PhD,Small,Tier 1,53990,59389
17.8,7.3,Seattle,100,PhD,Large,Tier 3,104172,98963
9.1,7.6,London,0,Master,Medium,Tier 3,59964,47971
7.5,5.6,San Francisco,100,Master,Large,Tier 2,67467,74213
13.2,9.6,Seattle,100,Master,Small,Tier 1,93438,88766
18.5,4,London,0,Bachelor,Small,Tier 2,78093,62474
13,4.3,Remote,0,Bachelor,Medium,Tier 1,78002,70201
14.4,0.6,Bangalore,100,PhD,Small,Tier 2,93276,18655
19.2,3.9,Remote,100,Bachelor,Medium,Tier 3,66693,60023
2.9,8.7,London,0,Master,Large,Tier 1,68445,54756
5.9,8.6,London,50,PhD,Medium,Tier 3,51888,41510
10.5,0.3,New York,0,PhD,Medium,Tier 1,106622,106622
3.3,0.5,San Francisco,100,Bachelor,Large,Tier 3,40488,44536
6,0,New York,100,Bachelor,Medium,Tier 1,53763,53763
9.1,9.5,Seattle,100,Bachelor,Medium,Tier 2,54584,51854
0.9,3.4,Bangalore,0,Master,Small,Tier 1,43915,8783
17.1,3.2,San Francisco,50,PhD,Large,Tier 2,127121,139833
17.6,9.9,Austin,0,PhD,Medium,Tier 3,94834,85350
8.6,4.3,Remote,0,Bachelor,Large,Tier 1,76323,68690
7.9,7.8,Austin,0,Bachelor,Medium,Tier 1,60739,54665
0.1,0.6,Chicago,100,Bachelor,Small,Tier 3,23531,20001
14.9,4.3,San Francisco,0,Master,Large,Tier 1,118190,130009
9.9,1.4,San Francisco,0,PhD,Small,Tier 1,92245,101469
14.5,9.1,San Francisco,100,PhD,Large,Tier 2,113031,124334
12.7,2.9,New York,50,PhD,Small,Tier 3,72805,72805
15.9,4.5,Remote,100,PhD,Large,Tier 1,144052,129646
0.1,6.9,Seattle,50,Bachelor,Small,Tier 1,32629,30997
10.2,2.1,Remote,100,Master,Small,Tier 3,57705,51934
16.7,9.1,Austin,100,PhD,Small,Tier 1,114784,103305
17.2,2.6,San Francisco,100,Bachelor,Medium,Tier 1,97989,107787
6.9,4.9,Seattle,100,PhD,Medium,Tier 3,59841,56848
18.8,6.4,Chicago,50,Master,Small,Tier 3,72029,61224
8.2,6.7,London,100,PhD,Medium,Tier 2,80326,64260
2.7,7.8,London,0,Master,Medium,Tier 2,47605,38084
1.3,9.2,London,0,PhD,Medium,Tier 2,46282,37025
11.9,7.4,Seattle,100,PhD,Small,Tier 2,82671,78537
4,7.5,Seattle,100,Bachelor,Medium,Tier 2,45641,43358
10.4,5.3,Seattle,100,Bachelor,Medium,Tier 1,76475,72651
